P_PARTKEY,P_NAME,P_MFGR,P_BRAND,P_TYPE,P_SIZE,P_CONTAINER,P_RETAILPRICE,P_COMMENT
46728,thistle royal blush pale brown,Manufacturer#5,Brand#54,MEDIUM ANODIZED COPPER,8,JUMBO DRUM,1674.72,e sly
46729,pale lemon hot lavender coral,Manufacturer#5,Brand#55,STANDARD BURNISHED STEEL,33,WRAP PKG,1675.72,ithely even accounts 
46730,white plum wheat chiffon green,Manufacturer#1,Brand#12,PROMO BURNISHED COPPER,14,WRAP DRUM,1676.73,ajole. qu
46731,dodger tomato pale burnished cornsilk,Manufacturer#3,Brand#33,SMALL BURNISHED STEEL,38,MED PKG,1677.73,egular accounts after
46732,almond metallic purple frosted cornsilk,Manufacturer#3,Brand#33,ECONOMY POLISHED BRASS,41,MED PKG,1678.73,ts. furiously 
46733,maroon bisque olive drab seashell,Manufacturer#4,Brand#42,SMALL ANODIZED STEEL,36,SM PACK,1679.73,ct. thinly
46734,spring almond ivory red indian,Manufacturer#2,Brand#24,STANDARD BURNISHED NICKEL,37,WRAP JAR,1680.73,nos should have 
46735,navy brown orchid turquoise burlywood,Manufacturer#1,Brand#12,MEDIUM PLATED TIN,27,LG JAR,1681.73,ts. car
46736,cream powder burlywood hot deep,Manufacturer#4,Brand#45,SMALL BRUSHED BRASS,19,MED PACK,1682.73,riously special reque
46737,smoke violet frosted lavender navajo,Manufacturer#5,Brand#54,ECONOMY ANODIZED NICKEL,22,JUMBO CAN,1683.73,the blithely 
46738,drab coral gainsboro metallic moccasin,Manufacturer#3,Brand#31,PROMO BRUSHED COPPER,28,LG BAG,1684.73,lyly. car
46739,lemon almond seashell dodger tomato,Manufacturer#4,Brand#44,ECONOMY PLATED TIN,49,LG BAG,1685.73,packages. furiously p
46740,goldenrod lavender azure salmon sky,Manufacturer#2,Brand#25,LARGE POLISHED STEEL,45,SM CAN,1686.74,requests haggle furio
46741,puff navy cornsilk honeydew gainsboro,Manufacturer#5,Brand#52,MEDIUM BRUSHED BRASS,43,LG BAG,1687.74,"y bold, final id"
46742,grey light seashell lace lemon,Manufacturer#5,Brand#54,MEDIUM POLISHED TIN,40,JUMBO PKG,1688.74,y final pint
46743,tan pink medium blue papaya,Manufacturer#2,Brand#25,LARGE BRUSHED TIN,29,MED PKG,1689.74,xpress requests. slyly
46744,indian burnished deep chiffon linen,Manufacturer#5,Brand#52,LARGE BRUSHED NICKEL,36,JUMBO JAR,1690.74,", ironic requests "
46745,olive peach deep cream seashell,Manufacturer#5,Brand#55,PROMO ANODIZED STEEL,3,SM DRUM,1691.74,y along the 
46746,lime thistle magenta snow peru,Manufacturer#1,Brand#12,MEDIUM ANODIZED COPPER,28,WRAP PKG,1692.74,. asymptotes u
46747,drab rose violet powder azure,Manufacturer#4,Brand#42,STANDARD BURNISHED NICKEL,18,LG CAN,1693.74,odolites a
46748,navajo azure chocolate midnight lace,Manufacturer#2,Brand#25,ECONOMY BRUSHED BRASS,2,MED BOX,1694.74,side of
46749,tan floral antique navajo black,Manufacturer#1,Brand#14,ECONOMY BRUSHED STEEL,38,JUMBO CASE,1695.74,efully unusual ideas.
46750,brown chartreuse sky tan royal,Manufacturer#1,Brand#12,MEDIUM ANODIZED TIN,46,LG CAN,1696.75,egrate even excuses
46751,blush pink bisque metallic floral,Manufacturer#4,Brand#44,MEDIUM ANODIZED COPPER,35,SM BAG,1697.75,. furiousl
46752,burlywood salmon cornsilk lemon spring,Manufacturer#4,Brand#41,STANDARD ANODIZED NICKEL,11,LG BAG,1698.75," deposit"
46753,navy sienna linen peru beige,Manufacturer#1,Brand#11,STANDARD BURNISHED STEEL,40,LG PKG,1699.75,d of the accounts.
46754,gainsboro antique cream rosy royal,Manufacturer#1,Brand#15,STANDARD BURNISHED COPPER,40,LG JAR,1700.75,osits use slyly. p
46755,chartreuse dodger lace cream metallic,Manufacturer#4,Brand#45,LARGE BRUSHED TIN,46,LG PKG,1701.75,. blithe
46756,smoke dark turquoise saddle papaya,Manufacturer#3,Brand#35,SMALL BRUSHED STEEL,45,WRAP DRUM,1702.75," requests integrate. "
46757,ivory cornflower smoke green cornsilk,Manufacturer#1,Brand#11,LARGE BURNISHED COPPER,23,SM PKG,1703.75,gular account
46758,slate mint thistle plum moccasin,Manufacturer#4,Brand#41,ECONOMY POLISHED TIN,45,LG BOX,1704.75,aggle. furious
46759,puff olive navy cyan red,Manufacturer#4,Brand#43,MEDIUM POLISHED BRASS,12,WRAP BAG,1705.75,ironic deposits aga
46760,antique wheat puff bisque burnished,Manufacturer#4,Brand#43,LARGE POLISHED BRASS,9,WRAP PKG,1706.76,lithel
46761,lemon tomato lavender chocolate bisque,Manufacturer#2,Brand#22,LARGE ANODIZED TIN,4,SM JAR,1707.76,beans do
46762,frosted chiffon bisque indian dim,Manufacturer#4,Brand#41,SMALL BRUSHED TIN,5,WRAP BAG,1708.76,onic deposits. dep
46763,rose steel peach brown blanched,Manufacturer#5,Brand#51,SMALL ANODIZED TIN,20,LG CASE,1709.76,close foxes
46764,bisque white lavender hot burnished,Manufacturer#3,Brand#32,PROMO POLISHED STEEL,40,JUMBO CASE,1710.76,al accounts serv
46765,aquamarine purple deep dim lime,Manufacturer#5,Brand#54,STANDARD POLISHED BRASS,19,WRAP PKG,1711.76,uests. unusua
46766,lime dodger blanched magenta midnight,Manufacturer#3,Brand#35,ECONOMY ANODIZED BRASS,17,SM BAG,1712.76,ke caref
46767,violet indian orange chartreuse grey,Manufacturer#3,Brand#35,PROMO ANODIZED STEEL,45,LG BOX,1713.76," regular req"
46768,pink moccasin ivory chocolate sienna,Manufacturer#3,Brand#35,LARGE BURNISHED BRASS,25,LG JAR,1714.76,bold pinto beans.
46769,plum violet smoke linen coral,Manufacturer#4,Brand#44,PROMO POLISHED COPPER,40,WRAP PACK,1715.76,across the care
46770,ivory midnight burnished green frosted,Manufacturer#2,Brand#25,PROMO ANODIZED TIN,19,JUMBO JAR,1716.77,ounts along the quickl
46771,misty orange dark royal aquamarine,Manufacturer#2,Brand#24,MEDIUM BRUSHED TIN,15,SM PACK,1717.77,furiously alongside of
46772,chiffon rosy grey sandy tomato,Manufacturer#1,Brand#11,SMALL BURNISHED BRASS,19,JUMBO PACK,1718.77,d dep
46773,wheat medium deep purple cyan,Manufacturer#2,Brand#22,PROMO ANODIZED BRASS,10,WRAP BOX,1719.77,y escapades. bold pl
46774,purple spring firebrick coral midnight,Manufacturer#4,Brand#42,STANDARD BRUSHED NICKEL,28,LG CASE,1720.77,ular requests. quick
46775,slate blanched salmon peru smoke,Manufacturer#1,Brand#12,MEDIUM PLATED BRASS,46,WRAP CAN,1721.77," final epitaphs a"
46776,magenta tan burnished sienna aquamarine,Manufacturer#4,Brand#43,SMALL PLATED TIN,31,JUMBO BOX,1722.77,dolphins haggl
46777,steel antique chiffon tomato spring,Manufacturer#2,Brand#25,STANDARD BRUSHED COPPER,41,WRAP PACK,1723.77,"c, regul"
46778,black navajo almond magenta plum,Manufacturer#3,Brand#33,MEDIUM PLATED NICKEL,41,LG BOX,1724.77,nd the regular packa
46779,ivory dark blue rosy grey,Manufacturer#2,Brand#21,LARGE POLISHED TIN,21,JUMBO BOX,1725.77,ly fin
46780,lawn antique linen burlywood sienna,Manufacturer#4,Brand#43,SMALL BRUSHED STEEL,43,JUMBO BAG,1726.78,ly acr
46781,peru sienna mint coral blanched,Manufacturer#5,Brand#54,PROMO PLATED BRASS,49,JUMBO CASE,1727.78,"x final, special p"
46782,gainsboro saddle peru chiffon chocolate,Manufacturer#3,Brand#34,ECONOMY BURNISHED COPPER,24,WRAP CAN,1728.78,mong the accounts
46783,ghost papaya sandy floral navajo,Manufacturer#5,Brand#55,PROMO ANODIZED COPPER,32,SM PKG,1729.78,nooze at the
46784,blush cyan coral frosted salmon,Manufacturer#4,Brand#42,MEDIUM POLISHED BRASS,36,MED CASE,1730.78,of the bl
46785,aquamarine maroon linen gainsboro plum,Manufacturer#3,Brand#31,LARGE BRUSHED STEEL,24,WRAP JAR,1731.78,es boost furio
46786,mint navajo navy smoke purple,Manufacturer#3,Brand#31,LARGE ANODIZED TIN,15,SM DRUM,1732.78,uriously eve
46787,grey red navajo orchid plum,Manufacturer#5,Brand#55,SMALL ANODIZED STEEL,19,LG JAR,1733.78," among the ev"
46788,cornsilk sienna blue cream plum,Manufacturer#1,Brand#12,LARGE PLATED STEEL,41,WRAP BAG,1734.78,y express pinto beans 
46789,snow seashell pale bisque violet,Manufacturer#3,Brand#35,LARGE ANODIZED NICKEL,31,WRAP BOX,1735.78,blithely expre
46790,orchid chocolate linen ivory dodger,Manufacturer#1,Brand#15,STANDARD ANODIZED NICKEL,2,SM CAN,1736.79," theodol"
46791,papaya misty hot peru metallic,Manufacturer#3,Brand#33,ECONOMY BRUSHED STEEL,19,MED CASE,1737.79,s wake blithel
46792,powder antique burlywood pale navy,Manufacturer#1,Brand#12,STANDARD PLATED NICKEL,34,LG BAG,1738.79,d instructions.
46793,peru navajo cyan aquamarine salmon,Manufacturer#4,Brand#43,STANDARD PLATED BRASS,21,WRAP CAN,1739.79,lithely even d
46794,gainsboro bisque magenta rosy orange,Manufacturer#1,Brand#14,STANDARD ANODIZED STEEL,41,WRAP BAG,1740.79,y fin
46795,floral yellow hot lace purple,Manufacturer#4,Brand#42,ECONOMY BURNISHED NICKEL,2,JUMBO BAG,1741.79,ove the furiously i
46796,snow seashell goldenrod plum sienna,Manufacturer#3,Brand#35,SMALL BURNISHED NICKEL,48,MED CAN,1742.79,urts 
46797,navajo yellow lime metallic mint,Manufacturer#3,Brand#31,SMALL ANODIZED COPPER,2,JUMBO BAG,1743.79,usly ev
46798,lemon honeydew slate floral pink,Manufacturer#2,Brand#23,SMALL BRUSHED BRASS,50,WRAP CASE,1744.79,y ironic deposits
46799,orchid khaki cream peru indian,Manufacturer#1,Brand#12,SMALL BRUSHED TIN,48,MED DRUM,1745.79,y pending ex
46800,powder floral forest navajo dark,Manufacturer#2,Brand#21,ECONOMY BRUSHED COPPER,13,WRAP PKG,1746.80,st the furiously 
46801,thistle white drab hot green,Manufacturer#4,Brand#41,LARGE BURNISHED BRASS,11,LG BOX,1747.80,ironic 
46802,midnight pale papaya aquamarine sandy,Manufacturer#4,Brand#42,SMALL PLATED TIN,36,SM JAR,1748.80,s. ironic
46803,black ghost wheat goldenrod sienna,Manufacturer#3,Brand#32,LARGE POLISHED BRASS,4,LG BAG,1749.80,hins 
46804,royal puff mint orchid brown,Manufacturer#4,Brand#42,STANDARD POLISHED BRASS,3,LG BAG,1750.80,busily express pa
46805,goldenrod pale lavender chocolate chiffon,Manufacturer#5,Brand#55,LARGE POLISHED COPPER,16,JUMBO PKG,1751.80,posits? express do
46806,snow coral chiffon lawn saddle,Manufacturer#4,Brand#45,MEDIUM POLISHED BRASS,23,WRAP CAN,1752.80,y unusual war
46807,blush magenta orange green coral,Manufacturer#3,Brand#34,LARGE POLISHED NICKEL,27,SM JAR,1753.80,g plat
46808,white metallic pink moccasin pale,Manufacturer#4,Brand#44,ECONOMY BURNISHED COPPER,9,WRAP CASE,1754.80,ld foxes are after the
46809,gainsboro midnight burnished antique slate,Manufacturer#5,Brand#54,PROMO BURNISHED TIN,22,SM BOX,1755.80,arefully final Tiresia
46810,white lime midnight brown beige,Manufacturer#4,Brand#45,STANDARD BRUSHED BRASS,9,JUMBO CASE,1756.81,pendencies hag
46811,blush misty navy firebrick coral,Manufacturer#2,Brand#23,SMALL BRUSHED BRASS,10,LG JAR,1757.81,slyly un
46812,midnight lime honeydew red spring,Manufacturer#4,Brand#45,ECONOMY ANODIZED BRASS,37,JUMBO CAN,1758.81,furiously alon
46813,turquoise brown medium papaya spring,Manufacturer#2,Brand#21,STANDARD BRUSHED STEEL,9,MED JAR,1759.81,s. slyly p
46814,indian hot lemon smoke moccasin,Manufacturer#3,Brand#34,STANDARD PLATED BRASS,16,WRAP JAR,1760.81," special deposits. q"
46815,aquamarine dim thistle khaki orchid,Manufacturer#5,Brand#55,PROMO BURNISHED TIN,11,LG BOX,1761.81,riously ironic dep
46816,azure beige lace misty firebrick,Manufacturer#4,Brand#45,PROMO PLATED TIN,16,JUMBO BOX,1762.81,courts are
46817,orange dark sky coral cyan,Manufacturer#3,Brand#33,LARGE BURNISHED NICKEL,32,MED DRUM,1763.81,tealthily. regul
46818,cornsilk navajo lawn goldenrod tan,Manufacturer#4,Brand#42,STANDARD PLATED BRASS,29,LG DRUM,1764.81,attainme
46819,aquamarine cornflower salmon beige thistle,Manufacturer#2,Brand#21,SMALL BURNISHED COPPER,1,JUMBO PKG,1765.81," the expres"
46820,indian black aquamarine burlywood tan,Manufacturer#2,Brand#24,MEDIUM PLATED COPPER,31,SM PACK,1766.82,ic requests cajole. 
46821,rose lime chiffon azure moccasin,Manufacturer#3,Brand#35,SMALL PLATED STEEL,25,WRAP BOX,1767.82,"al, express ideas. q"
46822,cornflower slate moccasin royal brown,Manufacturer#2,Brand#22,PROMO BURNISHED BRASS,13,LG JAR,1768.82,ual pinto beans slee
46823,tomato tan dodger salmon antique,Manufacturer#4,Brand#43,PROMO PLATED NICKEL,9,JUMBO CASE,1769.82,pendenc
46824,ghost yellow dark seashell lace,Manufacturer#5,Brand#55,LARGE POLISHED BRASS,50,LG BOX,1770.82," instructions sl"
46825,papaya navy thistle deep snow,Manufacturer#5,Brand#53,LARGE PLATED BRASS,19,MED JAR,1771.82,eposits 
46826,papaya smoke dodger pink steel,Manufacturer#2,Brand#24,STANDARD BURNISHED BRASS,10,SM JAR,1772.82,"e pending, express pa"
46827,dodger khaki snow maroon cream,Manufacturer#3,Brand#32,ECONOMY ANODIZED COPPER,28,LG DRUM,1773.82,", ironic "
46828,orange forest drab indian almond,Manufacturer#1,Brand#12,SMALL BRUSHED TIN,45,LG BOX,1774.82,efully bold accounts 
46829,rose honeydew puff frosted ghost,Manufacturer#2,Brand#23,MEDIUM BRUSHED BRASS,24,WRAP PACK,1775.82,se ideas 
46830,salmon dark gainsboro spring saddle,Manufacturer#1,Brand#15,PROMO POLISHED COPPER,47,JUMBO DRUM,1776.83,s detect above the 
46831,rose pink royal grey dark,Manufacturer#5,Brand#55,MEDIUM ANODIZED BRASS,12,WRAP PKG,1777.83,unusual foxes h
46832,brown plum purple lime lavender,Manufacturer#5,Brand#52,LARGE ANODIZED STEEL,33,SM BOX,1778.83,es are instructions.
46833,almond violet chocolate sky blue,Manufacturer#2,Brand#25,STANDARD BURNISHED COPPER,14,JUMBO BOX,1779.83,s dazzle sly
46834,black plum hot beige lawn,Manufacturer#4,Brand#41,STANDARD BURNISHED TIN,33,MED BAG,1780.83,"lace of the bold, "
46835,ivory green dark deep chiffon,Manufacturer#5,Brand#53,PROMO BRUSHED STEEL,1,WRAP PACK,1781.83,ding requests cajo
46836,steel burlywood beige coral midnight,Manufacturer#1,Brand#14,STANDARD ANODIZED STEEL,37,LG CASE,1782.83,e slyly expre
46837,antique chartreuse orange almond azure,Manufacturer#1,Brand#12,SMALL POLISHED TIN,21,WRAP DRUM,1783.83,accounts. 
46838,sienna firebrick violet rosy dodger,Manufacturer#1,Brand#11,ECONOMY BURNISHED COPPER,40,MED CAN,1784.83,regular pinto b
46839,lace peach blue frosted floral,Manufacturer#5,Brand#55,SMALL BURNISHED NICKEL,5,SM PKG,1785.83," use carefully carefu"
46840,turquoise peach olive burlywood puff,Manufacturer#3,Brand#31,SMALL ANODIZED NICKEL,44,MED DRUM,1786.84,as wake regu
46841,beige royal aquamarine orange cream,Manufacturer#3,Brand#32,LARGE BRUSHED COPPER,48,JUMBO BOX,1787.84," bold ex"
46842,royal slate pale aquamarine mint,Manufacturer#4,Brand#45,PROMO BRUSHED TIN,2,LG BOX,1788.84,yly final deposit
46843,tan cyan lime firebrick plum,Manufacturer#2,Brand#25,ECONOMY POLISHED COPPER,50,MED BOX,1789.84,ages a
46844,spring tan cyan salmon dodger,Manufacturer#1,Brand#11,SMALL BURNISHED TIN,34,SM CAN,1790.84,ly amo
46845,gainsboro khaki moccasin lime goldenrod,Manufacturer#1,Brand#11,SMALL ANODIZED STEEL,30,MED CASE,1791.84,ts use.
46846,sandy tomato plum salmon magenta,Manufacturer#5,Brand#55,ECONOMY BRUSHED BRASS,1,WRAP PKG,1792.84,ss realms
46847,thistle forest blanched chocolate light,Manufacturer#1,Brand#11,ECONOMY BRUSHED STEEL,9,WRAP PKG,1793.84,"xes. regular, eve"
46848,cream azure metallic steel cyan,Manufacturer#3,Brand#33,LARGE BURNISHED NICKEL,29,LG CAN,1794.84,g platelets haggl
46849,white pink seashell antique slate,Manufacturer#5,Brand#52,STANDARD ANODIZED COPPER,9,JUMBO PACK,1795.84," final requests wak"
46850,grey dark seashell peru dim,Manufacturer#5,Brand#53,SMALL BURNISHED TIN,35,LG PACK,1796.85," along "
46851,ivory dodger turquoise sandy brown,Manufacturer#3,Brand#33,STANDARD POLISHED TIN,15,SM BOX,1797.85,kages along the 
46852,powder deep sandy linen bisque,Manufacturer#4,Brand#45,PROMO BURNISHED NICKEL,16,SM PACK,1798.85,ts x-ray desp
46853,blue almond sky firebrick orchid,Manufacturer#5,Brand#54,STANDARD ANODIZED BRASS,12,WRAP PACK,1799.85,ronic escap
46854,violet green plum purple lace,Manufacturer#1,Brand#15,SMALL BRUSHED COPPER,18,WRAP CAN,1800.85,he carefully ev
46855,beige almond lace saddle navajo,Manufacturer#1,Brand#11,SMALL BRUSHED STEEL,48,WRAP BAG,1801.85,re after
46856,ivory blue azure ghost lavender,Manufacturer#2,Brand#21,PROMO BURNISHED TIN,39,LG BAG,1802.85,ke fluff
46857,mint smoke cream coral ivory,Manufacturer#2,Brand#23,PROMO ANODIZED NICKEL,3,MED JAR,1803.85,hely silent i
46858,smoke turquoise lace honeydew magenta,Manufacturer#5,Brand#53,PROMO POLISHED COPPER,49,MED BAG,1804.85,nic deposits detect 
46859,pale ivory chocolate red papaya,Manufacturer#4,Brand#45,STANDARD BRUSHED NICKEL,25,LG CAN,1805.85,xpress pa
46860,bisque pink sienna purple mint,Manufacturer#3,Brand#32,STANDARD BRUSHED COPPER,34,WRAP CASE,1806.86,ss requests ma
46861,yellow floral purple ghost tomato,Manufacturer#3,Brand#34,ECONOMY BRUSHED TIN,23,JUMBO JAR,1807.86,beans: accounts ca
46862,blanched midnight tomato brown lace,Manufacturer#2,Brand#23,LARGE ANODIZED COPPER,42,LG PACK,1808.86,ly final 
46863,ivory steel firebrick beige thistle,Manufacturer#2,Brand#25,PROMO PLATED NICKEL,43,LG BAG,1809.86,st the d
46864,coral metallic indian olive dim,Manufacturer#2,Brand#22,STANDARD PLATED TIN,44,WRAP PKG,1810.86,carefully bold pa
46865,ghost lavender misty brown linen,Manufacturer#4,Brand#41,LARGE PLATED STEEL,17,LG CAN,1811.86," pending acco"
46866,ghost magenta hot thistle bisque,Manufacturer#1,Brand#12,MEDIUM POLISHED STEEL,14,SM CAN,1812.86,regular accoun
46867,metallic chiffon pink blue hot,Manufacturer#5,Brand#54,LARGE ANODIZED NICKEL,48,MED PKG,1813.86,packages.
46868,orange navy dark papaya wheat,Manufacturer#5,Brand#53,SMALL POLISHED STEEL,3,SM BAG,1814.86,ronic epitaphs cajo
46869,dodger mint yellow peru gainsboro,Manufacturer#3,Brand#34,MEDIUM BURNISHED STEEL,5,MED PACK,1815.86,yly expr
46870,firebrick ivory dark blush honeydew,Manufacturer#3,Brand#34,STANDARD ANODIZED BRASS,42,LG BOX,1816.87,"ar, ironic ins"
46871,blanched metallic saddle brown linen,Manufacturer#4,Brand#44,PROMO BURNISHED NICKEL,50,JUMBO PKG,1817.87,quest
46872,blue cornsilk mint moccasin gainsboro,Manufacturer#4,Brand#43,STANDARD BRUSHED STEEL,30,WRAP DRUM,1818.87,ly regular de
46873,blanched lemon gainsboro drab blue,Manufacturer#5,Brand#53,LARGE PLATED COPPER,26,WRAP JAR,1819.87,slyly unus
46874,dark ghost olive pale aquamarine,Manufacturer#5,Brand#55,SMALL BRUSHED BRASS,37,LG CAN,1820.87,the furiously unusual
46875,orchid turquoise misty cream blanched,Manufacturer#1,Brand#14,STANDARD BURNISHED NICKEL,32,JUMBO DRUM,1821.87,inal req
46876,pink saddle cyan lemon plum,Manufacturer#4,Brand#42,SMALL PLATED NICKEL,37,WRAP JAR,1822.87,indle b
46877,snow floral sky peru indian,Manufacturer#1,Brand#15,MEDIUM PLATED BRASS,44,SM BAG,1823.87,uests hag
46878,coral orange floral drab navy,Manufacturer#4,Brand#41,STANDARD PLATED BRASS,48,WRAP JAR,1824.87,y requests. f
46879,papaya deep snow dim beige,Manufacturer#4,Brand#44,MEDIUM BURNISHED TIN,11,JUMBO PACK,1825.87,ess theodolite
46880,black mint antique grey forest,Manufacturer#4,Brand#44,MEDIUM POLISHED BRASS,30,LG JAR,1826.88,usly 
46881,saddle blush frosted seashell orchid,Manufacturer#2,Brand#22,STANDARD ANODIZED COPPER,46,SM JAR,1827.88," detect"
46882,papaya coral navajo moccasin salmon,Manufacturer#1,Brand#12,ECONOMY PLATED BRASS,36,JUMBO DRUM,1828.88," nag f"
46883,orchid khaki royal saddle brown,Manufacturer#3,Brand#35,STANDARD ANODIZED TIN,42,JUMBO PACK,1829.88," the regular d"
46884,goldenrod lemon blanched firebrick lime,Manufacturer#3,Brand#32,LARGE ANODIZED TIN,33,SM PKG,1830.88," furiou"
46885,sienna drab mint misty puff,Manufacturer#5,Brand#54,SMALL POLISHED NICKEL,23,LG PACK,1831.88,unts. bu
46886,chiffon peru burlywood puff cream,Manufacturer#2,Brand#25,MEDIUM ANODIZED STEEL,6,SM DRUM,1832.88,nts. furiously ironi
46887,medium tomato rosy magenta lemon,Manufacturer#5,Brand#55,ECONOMY ANODIZED COPPER,13,WRAP PACK,1833.88,arefully blithely iro
46888,midnight thistle royal goldenrod ghost,Manufacturer#5,Brand#54,STANDARD POLISHED BRASS,18,WRAP JAR,1834.88,kages na
46889,deep forest burlywood metallic burnished,Manufacturer#3,Brand#31,PROMO BURNISHED TIN,8,LG BOX,1835.88,usly even pinto beans
46890,thistle drab rose violet seashell,Manufacturer#4,Brand#45,ECONOMY POLISHED BRASS,25,JUMBO BOX,1836.89,ully except the p
46891,orchid cornsilk grey blue blanched,Manufacturer#1,Brand#14,ECONOMY BRUSHED NICKEL,29,WRAP CASE,1837.89,"es. express, "
46892,pale coral lawn olive navajo,Manufacturer#4,Brand#41,STANDARD ANODIZED COPPER,44,SM BOX,1838.89,tes wak
46893,moccasin lime salmon sienna plum,Manufacturer#1,Brand#15,ECONOMY POLISHED NICKEL,7,SM PACK,1839.89,le quickly a
46894,cyan rose peach antique bisque,Manufacturer#3,Brand#33,ECONOMY PLATED STEEL,22,JUMBO BOX,1840.89,en requests. eve
46895,lawn powder magenta violet cornsilk,Manufacturer#1,Brand#11,SMALL ANODIZED COPPER,18,MED PACK,1841.89,pending ideas. blit
46896,forest gainsboro almond light grey,Manufacturer#2,Brand#25,STANDARD PLATED BRASS,43,SM DRUM,1842.89,. regular deposits ha
46897,moccasin lavender dim burnished cornflower,Manufacturer#4,Brand#43,PROMO PLATED TIN,48,JUMBO BAG,1843.89,ake s
